"Severity","Date","Finding","Target","Template","Rules Package","ARN","Rule","AWS agent ID","AMI ID","Auto Scaling Group","Hostname","IPv4 Addresses","Asset Type","Confidence","Description","Indicator of Compromise","Numeric Severity","Recommendation","Service","Assessment Run ARN","Rules Package ARN","CVSS2 Score","CVSS2 Vector","CVSS3 Score","CVSS3 Vector","CIS Weight","Last Update"
"Informational","1602351216616","On instance i-0ff3c98df95ad1820, UDP port 530 which is associated with 'RPC' is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-uDpTfnoN","Recognized port with no listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, UDP port 530, which is associated with RPC, is reachable from the internet with no process listening. The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 530","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351216616"
"Informational","1602351217973","On instance i-0ff3c98df95ad1820, TCP port 544 which is associated with 'Kerberos' is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-mG3cvdeH","Recognized port with no listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, TCP port 544, which is associated with Kerberos, is reachable from the internet with no process listening. The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 544","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351217973"
"Informational","1602351216388","On instance i-0ff3c98df95ad1820, UDP port 546 which is associated with 'DHCP' is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-HxSltkRv","Recognized port with no listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, UDP port 546, which is associated with DHCP, is reachable from the internet with no process listening. The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 546","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351216388"
"Informational","1602351218273","On instance i-0ff3c98df95ad1820, TCP port 389 which is associated with 'LDAP' is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-ystsXwnY","Recognized port with no listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, TCP port 389, which is associated with LDAP, is reachable from the internet with no process listening. The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 389","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351218273"
"Informational","1602351218379","On instance i-0ff3c98df95ad1820, TCP port 1433 which is associated with 'SQLServer' is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-FOVcm8mk","Recognized port with no listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, TCP port 1433, which is associated with SQLServer, is reachable from the internet with no process listening. The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 1433","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351218379"
"Informational","1602351220045","On instance i-0ff3c98df95ad1820, UDP port 135 which is associated with 'RPC' is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-0o9Jxm1Y","Recognized port with no listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, UDP port 135, which is associated with RPC, is reachable from the internet with no process listening. The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 135","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351220045"
"Informational","1602351219238","On instance i-0ff3c98df95ad1820, TCP port 27017 which is associated with 'MongoDB' is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-JjlACut4","Recognized port with no listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, TCP port 27017, which is associated with MongoDB, is reachable from the internet with no process listening. The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 27017","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351219238"
"Informational","1602351219419","On instance i-0ff3c98df95ad1820, TCP port 3269 which is associated with 'Global Catalog LDAP over TLS' is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-mzc6E4XO","Recognized port with no listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, TCP port 3269, which is associated with Global Catalog LDAP over TLS, is reachable from the internet with no process listening. The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 3269","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351219419"
"Informational","1602351219215","On instance i-0ff3c98df95ad1820, TCP port 5432 which is associated with 'PostgreSQL' is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-wUOw7ZCc","Recognized port with no listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, TCP port 5432, which is associated with PostgreSQL, is reachable from the internet with no process listening. The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 5432","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351219215"
"Informational","1602351220527","On instance i-0ff3c98df95ad1820, UDP port 111 which is associated with 'RPC' is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-yRcOUn7x","Recognized port with no listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, UDP port 111, which is associated with RPC, is reachable from the internet with no process listening. The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 111","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351220527"
"Informational","1602351217641","On instance i-0ff3c98df95ad1820, TCP port 111 which is associated with 'NFS' is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-pXgnD1Ps","Recognized port with no listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, TCP port 111, which is associated with NFS, is reachable from the internet with no process listening. The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 111","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351217641"
"Informational","1602351217685","On instance i-0ff3c98df95ad1820, TCP port 20 which is associated with 'FTP' is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-CrP12swn","Recognized port with no listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, TCP port 20, which is associated with FTP, is reachable from the internet with no process listening. The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 20","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351217685"
"Informational","1602351216716","On instance i-0ff3c98df95ad1820, UDP port 464 which is associated with 'Kerberos' is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-usBiWkz2","Recognized port with no listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, UDP port 464, which is associated with Kerberos, is reachable from the internet with no process listening. The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 464","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351216716"
"Informational","1602351217151","On instance i-0ff3c98df95ad1820, UDP port 3389 which is associated with 'RDP' is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-7a3L5je2","Recognized port with no listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, UDP port 3389, which is associated with RDP, is reachable from the internet with no process listening. The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 3389","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351217151"
"Informational","1602351219504","On instance i-0ff3c98df95ad1820, TCP port 27019 which is associated with 'MongoDB' is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-QCAn9BpT","Recognized port with no listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, TCP port 27019, which is associated with MongoDB, is reachable from the internet with no process listening. The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 27019","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351219504"
"Informational","1602351217280","On instance i-0ff3c98df95ad1820, UDP port 1512 which is associated with 'WINS' is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-NDPjpUl6","Recognized port with no listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, UDP port 1512, which is associated with WINS, is reachable from the internet with no process listening. The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 1512","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351217280"
"Informational","1602351219260","On instance i-0ff3c98df95ad1820, TCP port 3306 which is associated with 'MySQL' is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-lLpzit1g","Recognized port with no listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, TCP port 3306, which is associated with MySQL, is reachable from the internet with no process listening. The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 3306","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351219260"
"Informational","1602351217773","On instance i-0ff3c98df95ad1820, TCP port 464 which is associated with 'Kerberos' is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-eHVGozKG","Recognized port with no listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, TCP port 464, which is associated with Kerberos, is reachable from the internet with no process listening. The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 464","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351217773"
"Informational","1602351216914","On instance i-0ff3c98df95ad1820, UDP port 1110 which is associated with 'NFS' is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-uVJvkPql","Recognized port with no listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, UDP port 1110, which is associated with NFS, is reachable from the internet with no process listening. The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 1110","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351216914"
"Informational","1602351218585","On instance i-0ff3c98df95ad1820, TCP port 1512 which is associated with 'WINS' is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-i3QgbtoO","Recognized port with no listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, TCP port 1512, which is associated with WINS, is reachable from the internet with no process listening. The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 1512","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351218585"
"Medium","1602351220941","No password complexity mechanism or restrictions are configured on instance i-0ff3c98df95ad1820 in your assessment target. This allows users to set simple passwords, thereby increasing the chances of unauthorized users gaining access and misusing accounts.","Assessment-Target-All-Instances","Assessment-Template-Default","Security Best Practices-1.0","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-lKv0MfAN","Configure Password Complexity","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","This rule helps determine whether a password complexity mechanism is configured on your EC2 instances.","","6","If you are using passwords, it is recommended that you configure all EC2 instances in your assessment target to require a level of password complexity. You can do this by using **pam_cracklib.so** ""lcredit"", ""ucredit"", ""dcredit"", and ""ocredit"" settings. See man pam_cracklib for more information.","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-R01qwB5Q","","","","","","1602351220941"
"Informational","1602351218512","On instance i-0ff3c98df95ad1820, TCP port 751 which is associated with 'Kerberos' is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-k9x0qhDI","Recognized port with no listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, TCP port 751, which is associated with Kerberos, is reachable from the internet with no process listening. The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 751","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351218512"
"Informational","1602351220020","On instance i-0ff3c98df95ad1820, TCP port 80 which is associated with 'HTTP' is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-G7kCWyXz","Recognized port with no listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, TCP port 80, which is associated with HTTP, is reachable from the internet with no process listening. The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 80","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351220020"
"Informational","1602351217359","On instance i-0ff3c98df95ad1820, TCP port 42 which is associated with 'WINS' is reachable from the internet","Assessment-Target-All-Instances","Assessment-Template-Default","Network Reachability-1.1","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7/finding/0-NAtZYhLT","Recognized port with no listener reachable from internet","i-0ff3c98df95ad1820","ami-0964e67a489e13cdb","","ec2-54-204-160-93.compute-1.amazonaws.com","","ec2-instance","10","On this instance, TCP port 42, which is associated with WINS, is reachable from the internet with no process listening. The instance i-0ff3c98df95ad1820 is located in VPC vpc-0821c4ee8cde3151a and has an attached ENI eni-0b2cc22726a856b05 which uses network ACL acl-0b56b5bb87d21bf50. The port is reachable from the internet through Security Group sg-075be92740548b793 and IGW igw-04bf944e4bbafec51","","","You can edit the Security Group sg-075be92740548b793 to remove access from the internet on port 42","Inspector","arn:aws:inspector:us-east-1:595824533341:target/0-V5VjfjdM/template/0-7lK7VVUL/run/0-HSPRmjb7","arn:aws:inspector:us-east-1:316112463485:rulespackage/0-PmNV0Tcd","","","","","","1602351217359"
